reference,skipper_id,url,assessment_number,name,town,city,country,zip,latitude,longitude,special_headline,short_description,long_description,property_type,views,date_added,new_build,is_rent,is_sale,is_let,price,price_from,daily_rate,under_contract,under_offer,status_banner,bedrooms,bathrooms,half_bathrooms,is_pets,buyer_type,youtube_id,vimeo_id,rego_embed_id,paradym_url,virtual_tour_url,virtual_tour_img,lotsize,sqft,date_relisted,agent,images
pgrp_1897,35616,https://www.propertyskipper.com/property/pgrp_1897_spyce_cottage,,Spyce Cottage,,Hamilton Parish,Bermuda,,32.333629,-64.706893,,"<p><p>Situated well back from a quiet road in a large lush well wooded garden is Spyce Cottage which is a spacious, private &nbsp;and immaculate home. It is located adjacent to Tuckers Point Club and near Mid Ocean Golf course. There is a public access to Harrington Sound within a short walking distance&#8230;</p>","<p><p>Situated well back from a quiet road in a large lush well wooded garden is Spyce Cottage which is a spacious, private &nbsp;and immaculate home. It is located adjacent to Tuckers Point Club and near Mid Ocean Golf course. There is a public access to Harrington Sound within a short walking distance of the house for swimming or being collected in a boat.</p><br />
<p>Entry is along a winding brick driveway through the garden to the house which can be entered from the living area or the kitchen. There is a thick hedge along the perimeter of the house giving excellent privacy.</p><br />
<p>The rooms are spacious with high ceilings and a light and airy atmosphere.</p><br />
<p>The living room has a working fireplace which is centrally located in the room &nbsp;and coved lighting along edge of the ceiling. This room leads into a large open garden room that runs the width of the house giving lovely views of the garden and opens on to the terrace and the garden.</p><br />
<p>Off the garden room and to the side of the living room, but separated from it is the good sized dining room and the &nbsp;kitchen which is in a spacious galley style &nbsp;with stove, washer and dryer, refrigerator and plenty of cupboards and storage space. There is an arched entry between the dining room and kitchen with counter top cabinets between giving easy counter top serving to the dining room</p><br />
<p>Downstairs is a good sized bedroom with an ensuite bathroom, also downstairs there is a powder room with toilet, basin.</p><br />
<p>An attractive staircase leads to the upstairs bedroom with ensuite bathroom which again is spacious and has the great advantage of an east facing &nbsp;balcony which looks over the serene garden.</p><br />
<p>The Landlord is accepting of well behaved pets and they would have a large garden to enjoy.</p><br />
<p>Outside is a terrace and steps that lead down to the well wooded garden which is big enough for a peaceful evening stroll. Also outside is a storage room.</p><br />
<p>There are three water tanks.</p><br />
<p>To be rented unfurnished &nbsp;but some furniture may be available.</p></p>",House,,10/4/2022,0,1,0,0,7000,0,0,0,0,,2,2,,,International,,,,,,,0,0,,"[b'379', b'Rosanna Cox', b'Property Group', b'rosanna@tpg.bm', b'441-505-2631']","[b'https://www.propertyskipper.com/assets/properties/35616/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/10.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/11.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/12.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/13.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/14.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/15.jpg', b'https://www.propertyskipper.com/assets/properties/35616/lg/16.jpg']"
clba_r200646,35605,https://www.propertyskipper.com/property/clba_r200646_available_december_sea_cottage,45600,Available December Sea Cottage,,Sandys,Bermuda,,32.3033519,-64.8628874,,"<p>Available for 6 month rental. Warm and inviting, Sea Cottage is a bright and airy fully furnished Bermuda cottage that is located in the heart of Somerset Village. The kitchen offers modern appliances that include a gas stove and dishwasher and is right next to the spacious dining room. The main bedroom&#8230;</p>","<p>Available for 6 month rental. Warm and inviting, Sea Cottage is a bright and airy fully furnished Bermuda cottage that is located in the heart of Somerset Village.  The kitchen offers modern appliances that include a gas stove and dishwasher and is right next to the spacious dining room.  The main bedroom has a bath ensuite that offers his and hers sink, tub and shower.  It also has access to the garden area.  The second and third bedrooms share the second bath.  There is a bonus room that can be used as an office space. Lots of storage throughout. Covered porch at the entrance of the home. Large garden space and patio in the back of the cottage.  Footsteps to many amenities, including restaurants, banks, ferry and bus.  The property offers great privacy as its surrounded by mature foliage.  A great home for a family with kids.  Pets are welcome!</p>",House,403,10/3/2022,0,1,0,0,5000,0,0,0,0,,3,2,0,1,International,,,,,,,0,0,,"[b'45', b'Kenneth Richardson', b'Coldwell Banker Bermuda Realty', b'krichardson@brcl.bm', b'441-247-1827']","[b'https://www.propertyskipper.com/assets/properties/35605/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/10.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/11.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/12.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/13.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/14.jpg', b'https://www.propertyskipper.com/assets/properties/35605/lg/15.jpg']"
clba_r200645,35604,https://www.propertyskipper.com/property/clba_r200645_available_november_atlantis_unit_602,21643016,Available November Atlantis Unit 602,,City of Hamilton,Bermuda,,32.295005,-64.7817796,,"<p>Furnished City Living unit offers you to be just footsteps within Hamilton. Amenities too numerous to mention, include indoor pool, private fully equipped fitness centre plus deli on site. Tiled flooring throughout, stove, refrigerator, microwave, dishwasher, compactor, garbage disposal, washer and&#8230;</p>","<p>Furnished City Living unit offers you to be just footsteps within Hamilton. Amenities too numerous to mention, include indoor pool, private fully equipped fitness centre plus deli on site. Tiled flooring throughout, stove, refrigerator, microwave, dishwasher, compactor, garbage disposal, washer and dryer. Climate control system, sound insulated ceilings and floors, metered electrical and water, central water filtration system.</p>",Condo,285,10/3/2022,0,1,0,0,5000,0,0,0,0,,2,2,0,0,International,,,,,,,0,0,,"[b'45', b'Kenneth Richardson', b'Coldwell Banker Bermuda Realty', b'krichardson@brcl.bm', b'441-247-1827']","[b'https://www.propertyskipper.com/assets/properties/35604/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/10.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/11.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/12.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/13.jpg', b'https://www.propertyskipper.com/assets/properties/35604/lg/14.jpg']"
moura_1088-1565,35541,https://www.propertyskipper.com/property/moura_1088_1565_pennfield_unit_2b,,Pennfield Unit 2B,,Pembroke,Bermuda,,32.296492,-64.791658,,"<p>Peaceful, well equipped units within walking distance of the City. Modern open plan kitchen with laundry, living/dining leading onto Open Patio. One bedroom with built in closets. Covered free parking, elevator, dry storage. No pets please.</p>","<p>Peaceful, well equipped units within walking distance of the City. Modern open plan kitchen with laundry, living/dining leading onto Open Patio. One bedroom with built in closets. Covered free parking, elevator, dry storage. No pets please.</p>",Condo,,9/7/2022,0,1,0,0,5000,0,0,0,0,,1,1,0,,International,,,,,,,0,0,,"[b'405', b'Donna Bennett', b'Keller Williams Bermuda', b'donna.bennett@kwbermuda.com', b'441-535-9909']","[b'https://www.propertyskipper.com/assets/properties/35541/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/10.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/11.jpg', b'https://www.propertyskipper.com/assets/properties/35541/lg/12.jpg']"
tr_111,32902,https://www.propertyskipper.com/property/tr_111_tamarisk_hall_lower__private_garden_setting_steps_to_the_city,,TAMARISK HALL (LOWER) – PRIVATE GARDEN SETTING STEPS TO THE CITY!,,Paget,Bermuda,,32.29379104,-64.7696694,,<p>Suitable for a 9am to 5pm Monday to Friday office setting  this charming historical property set in a lush garden setting&#8230;</p>,"<p>Suitable for a 9am to 5pm Monday to Friday office setting  this charming historical property set in a lush garden setting built circa 1750 is a hidden gem steps from the City. The floor plan can be reconfigured as required but currently it has three rooms/office spaces, a full bathroom, an eat-in kitchen & storage space. Wooden floors throughout & a fireplace add to the character. It has previously been offices for doctors, engineers & a personnel company.
A/C throughout. Additional parking bays on Corkscrew Hill.
Please click to download brochure.</p>",Commercial,,11/9/2020,0,1,0,0,3500,0,0,0,0,,0,1,0,,International,,,,,,,0,0,,"[b'332', b'Jane Burt', b'Think Real Estate', b'jane@thinkreal.bm', b'(441) 505-4232']","[b'https://www.propertyskipper.com/assets/properties/32902/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/32902/lg/8.jpg']"
blt_1420,35327,https://www.propertyskipper.com/property/blt_1420_modern_1_bedroom_upper_apartment_minutes_away_from_the_city,,Modern 1 Bedroom Upper Apartment Minutes Away From The City,,Pembroke,Bermuda,,0,0,,<p>Available Now! <br><br> Modern Upper Apartment Located Minutes away from The City of Hamilton! <br><br> Located minutes&#8230;</p>,"<p>Available Now!
<br><br>
Modern Upper Apartment Located Minutes away from The City of Hamilton!
<br><br>
Located minutes from the city & TCD (Transport Control Department) is a modern upper 1 bedroom apartment comprising open plan living / dining / kitchen, bedroom with closets & full bathroom. 
<br><br>
Appliances include fridge, electric stove & air-conditioning. Laundry hook-up (for tenant to provide their own washer/dryer or they can use this space for storage as there's a laundromat conveniently located immediately next door.
<br><br>
Assessment number included & on the bus line.  Tenant is responsible for their own water meter. No pets & non smoking.
<br><br>
<video width=""270"" height=""480"" controls>
  <source src=""http://bermudalongtailrealestate.com/Parsons-Road2.mp4"" type=""video/mp4"">
Your browser does not support the video tag.
</video></p>",Apartment,,7/8/2022,0,1,0,0,2100,0,0,0,0,,1,1,0,0,International,,,,,,,0,0,7/26/2022,"[b'69', b'Bermuda Longtail Real Estate Ltd', b'Bermuda Longtail Real Estate Ltd', b'cesa@bermudalongtail.com', b'441-232-2769']","[b'https://www.propertyskipper.com/assets/properties/35327/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/35327/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/35327/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/35327/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/35327/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/35327/lg/6.jpg']"
blt_1427,35530,https://www.propertyskipper.com/property/blt_1427_spectacular_waterfront_home_with_infinity_pool_pool_deck_hot_tub_pool_cottage_2_car_garage,,"Spectacular Waterfront Home with Infinity Pool, Pool Deck, Hot Tub, Pool Cottage, 2 Car Garage",,Smith's,Bermuda,,0,0,,"<p>Spectacular waterfront home with infinity pool, pool deck, hot tub, pool cottage and double car garage centrally located&#8230;</p>","<p>Spectacular waterfront home with infinity pool, pool deck, hot tub, pool cottage and double car garage centrally located off South Shore Road in Smithâs Parish -- 10 minutes from Hamilton Center, 15 minutes from the airport, and less than 10 minutes from Tuckers Point and Mid-Ocean golf clubs.
 <br><br>
Enter the beautiful white gates to the front courtyard of this majestic 5200 square foot home plus a bonus studio cottage by the sea.  The property comprises 6 spacious bedrooms and 4 Â½ bathrooms (3 are en suite), with the separate guest cottage comprising 1 bedroom, a mini kitchen and bath, plus an outdoor shower.  
 <br><br>
A privately commissioned steel sculpture graciously sits atop a water fountain and customized circular fishpond,  leading up to Cuban marble-covered steps. The custom entrance door is made of art glass ensconced in hurricane-resistant glass and framed in mahogany, providing access to the grand foyer.  
 <br><br>
This gorgeous two (2-story) single family home boasts a newly designed kitchen with breakfast nook, dining room, living room with gas fireplace, family room, 2 en suite Bedrooms with baths, laundry, and perfectly positioned covered exterior porches on the 1st level.  The flooring is a combination of Cuban marble tile, solid maple wood and carpet.
<br><br>                                                                                                                                                                         
The ceiling is open in the 20 ft x 17 ft foyer, similar to a cathedral style with beautifully decorated suspended lighting.  The foyer also features a built-in dramatically centered 150-gallon custom aquarium which, on either side, provides stunning views that appear endless over the Atlantic Ocean. 
 <br><br>
The upper level hosts the primary bedroom, which measures 21ft x 20ft and has light oak colored maple wood flooring, a cathedral styled ceiling and gas fireplace, and opens out to a 29ft x 8ft covered terrace and beautifully elevated ocean views.  
 <br><br>
Adjacent to the primary bedroom is the primary bathroom, which has marble tile from floor to ceiling, a whirlpool tub, bidet and double basins. 
 <br><br>
The primary bedroom and en suite bathroom are flanked on either side by the lady's and gentleman's dressing rooms.  The gentleman's dressing room has a wide dresser with drawers below, three (3) large built-in clothes closets and a shoe rack -- all custom made from a beautifully stained cherry wood.
 <br><br>
The lady's dressing room is any woman's dream.  It is custom designed and built with chests of drawers and closet sections containing special spaces for shoes, handbags, scarves, long dresses, skirts etc. This dressing room could easily be converted into a nursery or small childâs bedroom. 
Because it also has a pocket door to the primary bedroom for privacy â or not â it could easily be converted into a nursery or small childâs bedroom.  For ultimate privacy, the pocket door could be walled up, and the room could revert to a wholly separate bedroom.
 <br><br>
There are two (2) other spacious bedrooms on the upper floor with a full bathroom between them An office on this floor can easily be converted to a 7th bedroom with walk-in closet.
 <br><br>
The house and grounds are in great condition, having well-manicured lawns, both front and rear and beautiful palm trees and flower gardens interspersed along the exterior walls, as well as in front of the house.  Large 30,000 gallon water tank & huge conveniently located generator. Split air-conditioning throughout (all air-conditioning units are housed in enclosed block & louvered doors - for weather protection).  Located on the South Side of the property are poles and receptacles for security cameras.
<br><br>
Available to Bermudians, PRC Holders and International Purchasers.
<br><br>
<video width=""320"" height=""180"" controls>
  <source src=""http://bermudalongtailrealestate.com/ap_owen_final.mp4"" type=""video/mp4"">
Your browser does not support the video tag.
</video></p>",House,,9/6/2022,0,0,1,0,0,0,0,0,0,,6,5,0,-1,International,,,,,,,0,0,,"[b'69', b'Bermuda Longtail Real Estate Ltd', b'Bermuda Longtail Real Estate Ltd', b'cesa@bermudalongtail.com', b'441-232-2769']","[b'https://www.propertyskipper.com/assets/properties/35530/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/35530/lg/9.jpg']"
chr_1810200633387497,28938,https://www.propertyskipper.com/property/chr_1810200633387497_12_grape_bay_drive_paget,,12 Grape Bay Drive,,Paget,Bermuda,,32.282253,-64.770434,,"<p>Graced with an impressive provenance and located just minutes from Hamilton, this grandly proportioned 14-acre Bermuda beachfront&#8230;</p>","<p>Graced with an impressive provenance and located just minutes from Hamilton, this grandly proportioned 14-acre Bermuda beachfront estate was the subject of a carefully orchestrated three-year renovation by a world-class team of international architects, builders, and craftsmen. The result is a private family compound of the finest caliber. In addition to the 10,000 square foot main house, accommodation includes three, three-bedroom guest cottages; a two-bedroom staff cottage, as well as a poolhouse, and a charming beach pavilion. Gated entry, a 75- by 40- foot, zero-edge pool, a croquet lawn, acres of rolling lawns for myriad recreational pursuits, and the pink sands of Grape Bay Beach are among the many amenities. Chelston now stands among the most significant estates in the world. .<br /><br /> Originally designed and constructed between 1939-1941 for Carbon Petroleum Dubbs (an innovator of the 'cracking' process through which crude oil is refined), Chelston was conveyed to the Government of The United States of America in 1964. For over 30 years, the property served as the official Bermuda residence of the United States Consul General. The list of distinguished visitors to Chelston is lengthy. In addition to President George Bush and Vice President Dan Quayle, guests included Senator John Kerry, Senator Edward Kennedy of Massachusetts, Senator Chris Dodd of Connecticut, Senator John Breaux of Louisiana, General Colin Powell, former Democratic Presidential contender Michael Dukakis, and Mrs. Dukakis, former Secretary of State Edwin Meese, former Secretary of State Henry Kissinger, President Ronald Reagan's daughter Maureen, newspaper columnist Ann Landers , actor Michael Douglas, and model/actress Brooke Shields, to name a few. Chelston is especially well loved in the Bermuda community for its memorable July 4th extravaganzas, at which more than 2,000 guests gathered each year to celebrate America's birthday.<br><br>Special Features: Chelston is singular in Bermuda as a large-acreage, fully updated, private beachfront compound located within a five-minute drive of the City of Hamilton. The main house occupies a commanding position approximately 200 feet above sea level with awe-inspiring views of the Atlantic Ocean, the City of Hamilton, and the gardens and sweeping lawns that comprise the estate. <br><br>Exemplifying understated elegance and incorporating the best of traditional Bermuda design, the main house, on three levels, is light-filled and spacious. High ‘Bermuda tray' ceilings, floor-to-ceiling windows, multiple sets of French doors, generous room proportions and a general consistency of finishes throughout the estate are Chelston's hallmarks. A pleasing floor tile, reminiscent of seashells, serves as foundation for many rooms. Also throughout the estate, the furring of Bermuda stone walls has enabled the use of wallpapers - a true rarity in Bermuda.<br><br>There are many beautiful custom finishes throughout the property, for example:<br><br>The graceful dining room wallpaper was sent to China to be hand-painted especially for Chelston. A subtle Italian wall paper is also used extensive throughout the estate.<br><br>A salt-water aquarium with a living coral reef highlights the library. <br> <br>The lower level includes a well-equipped home cinema, a family room and a gym, as well as a two-bedroom/two bathroom manager's suite.<br><br>Subtle artisan glass frames not only the magnificent yew-wood front door but also the entrance to the estate's horticultural office. <br><br>On the terrace beside the nearly Olympic-size swimming pool, a rare Chinese stone fireplace in the shape of a five-armed dragon makes the flower-draped pergola enticing throughout the seasons. <br> <br>And overlooking the pink sands and turquoise waters of Grape Bay, the little pavilion known as Obsipo is a welcoming retreat with a wood-burning pizza oven for beachfront lunches and dinners.<br><br>Photo Credit: JP Rouja/LookBermuda and Dan Forer</p>",House,,10/22/2018,0,0,1,0,35000000,0,0,0,0,,0,0,0,,International,,,,,,,0,0,,"[b'303', b'Christies International Real Estate | Sinclair Realty ', b'Christies International Real Estate | Sinclair Realty ', b'estates@sinclairrealty.com', b'1-441-296-0278']","[b'https://www.propertyskipper.com/assets/properties/28938/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/10.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/11.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/12.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/13.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/14.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/15.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/16.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/17.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/18.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/19.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/20.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/21.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/22.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/23.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/24.jpg', b'https://www.propertyskipper.com/assets/properties/28938/lg/25.jpg']"
moura_1088-650,30545,https://www.propertyskipper.com/property/moura_1088_650_lantana,,Lantana,,Sandys,Bermuda,,0,0,,<p>The stunning and sprawling former Lantana Cottage Colony is up for sale!The 9.73 acre Sandys property with sweeping views of the Great Sound and extensive waterfront is truly a gem of Bermuda. The gently terraced slope from the azure waters below takes you to the highest point with 360 degree views&#8230;</p>,"<p>The stunning and sprawling former Lantana Cottage Colony is up for sale!The 9.73 acre Sandys property with sweeping views of the Great Sound and extensive waterfront is truly a gem of Bermuda. The gently terraced slope from the azure waters below takes you to the highest point with 360 degree views overlooking this most peaceful and private place. A vast, seclude estate borders the property to the west and the iconic Railway Trail, a National Park and treasure, to the north is perfect for hiking and biking through the island.Lantana, the Island’s first cottage colony, opened in 1958. In its prime, boasted extensive formal gardens, a croquet lawn, tennis courts and pool to compliment the highly desired Bermuda cottage lifestyle popular with locals and visitors alike.Now cleared, the land is a blank slate for developers. Many mature palms remain as well as an extensive dock and small private beach.The property is zoned for Tourism that allows for residential use. Permission from previous planning approvals include 28 hotel condominiums, 13 residences, a beach pavilion, pools and a clubhouse.Simply stated this is a unique opportunity to purchase one of the most charming  properties in Bermuda with rare boatable waterfront.Bermuda is a beautiful and safe destination with a straightforward  process to develop, having a sophisticated infrastructure and qualified business operators. The governing bodies have put their full support behind residential tourism and welcome investors and developers. With our team at Keller Williams, ready to give knowledgable guidance, this a development opportunity not to be missed.</p>",Commercial,,8/4/2021,0,0,1,0,16900000,0,0,0,0,,0,0,0,,Bermudian,,,,,,,0,0,8/4/2021,"[b'410', b'Lisa Outerbridge', b'Keller Williams Bermuda', b'lisa.outerbridge@kwbermuda.com', b'441-517-0769']","[b'https://www.propertyskipper.com/assets/properties/30545/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/30545/lg/10.jpg']"
chr_1705261934385836,25840,https://www.propertyskipper.com/property/chr_1705261934385836_15_fairways_road_warwick,,15 Fairways Road,,Warwick,Bermuda,,32.262139,-64.830725,,"<p>Spectacularly situated on a private peninsula ensconced by protected Riddell's Bay and the Great Sound, Windsong House enjoys&#8230;</p>","<p>Spectacularly situated on a private peninsula ensconced by protected Riddell's Bay and the Great Sound, Windsong House enjoys an irreplaceable location that is one of Bermuda's very best. Originally built in 1720 by a sea captain, the current owner has conducted a recent and extensive refurbishment to create a world-class corporate haven while preserving the intrinsic warmth and elegant Bermudian ambiance of this family home. Resplendent woodwork, high ceilings, beautiful water views, and a floor plan that provides superb privacy for guests are just some of the many fine attributes. The main house offers seven bedrooms and seven full bathrooms, ensuring spacious comfort. Other living areas in the three-level home include the generous drawing room which easily accommodates a grand piano, the magnificent cedar library, an inviting firelit lounge, multiple gallery spaces, and a lovely garden room accessing the newly resurfaced bayside swimming pool. The master bedroom suite is a spacious haven that includes a sitting area, dressing room, bathroom, and private verandah. A beautiful Bermuda cedar staircase leads to the cedar bar, the formal dining room, and the chef-designed kitchen, which open to the expansive lawn overlooking Riddell's Bay. In addition to a sheltered mooring, the large jetty accommodates the docking of two boats. The charming cottage, which incorporates a guest/staff apartment and a garage, won a Bermuda National Trust architectural award at the time of its development. Other special features are the walled organic garden, a swimming terrace on the Great Sound, a newly integrated sound system, and new generator. The highly regarded Warwick Academy, famous South Shore beaches, the Fairmont Southampton Resort & Spa, 10 restaurants, the new Caroline Bay Marina, as well as three grocery stores are all within a short drive. Potential for the acquisition of additional land.</p>",House,,5/29/2017,0,0,1,0,15900000,0,0,0,0,,0,0,0,,International,,,,,,,0,0,,"[b'303', b'Christies International Real Estate | Sinclair Realty ', b'Christies International Real Estate | Sinclair Realty ', b'estates@sinclairrealty.com', b'1-441-296-0278']","[b'https://www.propertyskipper.com/assets/properties/25840/lg/1.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/2.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/3.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/4.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/5.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/6.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/7.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/8.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/9.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/10.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/11.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/12.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/13.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/14.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/15.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/16.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/17.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/18.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/19.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/20.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/21.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/22.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/23.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/24.jpg', b'https://www.propertyskipper.com/assets/properties/25840/lg/25.jpg']"
